GALEXASCJ00002;     survey; Equatorial; J2000; 00:00:21.2; +31:01:17.9; Heliocentric; Optical; 566.0;  N;
UGC05633;           survey; Equatorial; J2000; 10:24:40.1; +14:45:24.4; Heliocentric; Optical; 1382.9; N;
WISEAJ102523.7;     survey; Equatorial; J2000; 10:25:23.7; +20:15:26.6; Heliocentric; Optical; 1209.0; N;
UGC05646;           survey; Equatorial; J2000; 10:25:53.0; +14:21:47.9; Heliocentric; Optical; 1371.3; N;
IC0610;             survey; Equatorial; J2000; 10:26:28.3; +20:13:40.3; Heliocentric; Optical; 1168.0; N;
NGC3245A;           survey; Equatorial; J2000; 10:27:01.2; +28:38:22.6; Heliocentric; Optical; 1322.1; N;
UGCA211;            survey; Equatorial; J2000; 10:27:01.8; +56:16:14.4; Heliocentric; Optical; 836.0;  N;
WISEAJ102713.4;     survey; Equatorial; J2000; 10:27:13.5; +24:09:43.3; Heliocentric; Optical; 1184.9; N;
NGC3245;            survey; Equatorial; J2000; 10:27:18.4; +28:30:26.6; Heliocentric; Optical; 1326.0; N;
ARK244;             survey; Equatorial; J2000; 10:27:41.5; +24:16:17.6; Heliocentric; Optical; 1229.4; N;
UGC05658;           survey; Equatorial; J2000; 10:27:44.6; +71:14:14.0; Heliocentric; Optical; 1126.0; N;
MCG+10-15-083;      survey; Equatorial; J2000; 10:27:57.2; +60:38:03.1; Heliocentric; Optical; 1297.5; N;
WISEAJ102801.9;     survey; Equatorial; J2000; 10:28:01.9; -03:30:31.5; Heliocentric; Optical; 1319.0; N;
UGC05672;           survey; Equatorial; J2000; 10:28:21.0; +22:34:09.6; Heliocentric; Optical; 530.9;  N;
IC2574;             survey; Equatorial; J2000; 10:28:23.3; +68:24:43.8; Heliocentric; Optical; 57.0;   N;
UGC05677;           survey; Equatorial; J2000; 10:28:38.2; +03:33:38.2; Heliocentric; Optical; 1156.9; N;
WISEAJ102839.7;     survey; Equatorial; J2000; 10:28:39.8; +70:14:01.6; Heliocentric; Optical; -69.0;  N;
UGC05671;           survey; Equatorial; J2000; 10:28:52.8; +66:48:20.4; Heliocentric; Optical; 1135.9; N;
WISEAJ102858.6;     survey; Equatorial; J2000; 10:28:58.7; +25:17:14.1; Heliocentric; Optical; 1243.5; N;
KUG1026+365;        survey; Equatorial; J2000; 10:29:43.4; +36:16:16.9; Heliocentric; Optical; 1169.5; N;
WISEAJ103009.5;     survey; Equatorial; J2000; 10:30:09.6; +27:23:18.5; Heliocentric; Optical; 1322.0; N;
WISEAJ103052.9;     survey; Equatorial; J2000; 10:30:52.9; +12:26:47.8; Heliocentric; Optical; 915.0;  N;
WISEAJ103103.8;     survey; Equatorial; J2000; 10:31:03.8; +05:24:00.2; Heliocentric; Optical; 299.8;  N;
SDSSJ103108.88;     survey; Equatorial; J2000; 10:31:08.9; +50:47:08.9; Heliocentric; Optical; 934.4;  N;
UGC05708;           survey; Equatorial; J2000; 10:31:13.3; +04:28:21.3; Heliocentric; Optical; 1176.1; N;
WISEAJ103137.2;     survey; Equatorial; J2000; 10:31:37.3; +04:34:21.5; Heliocentric; Optical; 1160.5; N;
ESO568-G015;        survey; Equatorial; J2000; 10:31:42.1; -22:14:57.5; Heliocentric; Optical; 989.9;  N;
UGC05716;           survey; Equatorial; J2000; 10:31:43.3; +25:18:28.2; Heliocentric; Optical; 1277.1; N;
2MASXJ10314966;     survey; Equatorial; J2000; 10:31:49.6; +23:25:03.1; Heliocentric; Optical; 1222.1; N;
UGC05723;           survey; Equatorial; J2000; 10:32:12.8; -01:29:36.2; Heliocentric; Optical; 1171.0; N;
NGC3264;            survey; Equatorial; J2000; 10:32:19.7; +56:05:07.0; Heliocentric; Optical; 941.0;  N;
SDSSJ103306.00;     survey; Equatorial; J2000; 10:33:06.0; -01:00:20.4; Heliocentric; Optical; 479.7;  N;
WISEAJ103308.5;     survey; Equatorial; J2000; 10:33:08.6; +23:33:36.5; Heliocentric; Optical; 1288.6; N;
WISEAJ103316.2;     survey; Equatorial; J2000; 10:33:16.3; +18:13:10.4; Heliocentric; Optical; 1281.9; N;
SDSSJ103321.24;     survey; Equatorial; J2000; 10:33:21.2; +23:39:06.1; Heliocentric; Optical; 1313.2; N;
WISEAJ103324.4;     survey; Equatorial; J2000; 10:33:24.4; +28:33:10.7; Heliocentric; Optical; 1285.5; N;
WISEAJ103405.7;     survey; Equatorial; J2000; 10:34:05.7; +15:46:49.5; Heliocentric; Optical; 1218.1; N;
WISEAJ103439.7;     survey; Equatorial; J2000; 10:34:39.8; +23:05:23.4; Heliocentric; Optical; 1238.1; N;
NGC3279;            survey; Equatorial; J2000; 10:34:42.8; +11:11:50.4; Heliocentric; Optical; 1394.0; N;
UGC05745;           survey; Equatorial; J2000; 10:34:44.8; -01:58:08.6; Heliocentric; Optical; 892.6;  N;
UGC05740;           survey; Equatorial; J2000; 10:34:46.0; +50:46:05.5; Heliocentric; Optical; 649.1;  N;
KUG1031+358;        survey; Equatorial; J2000; 10:34:48.3; +35:37:55.6; Heliocentric; Optical; 915.3;  N;
SDSSJ103451.08;     survey; Equatorial; J2000; 10:34:51.1; +28:39:50.9; Heliocentric; Optical; 1323.0; N;
SDSSJ103456.12;     survey; Equatorial; J2000; 10:34:56.1; +11:29:32.6; Heliocentric; Optical; 1173.8; N;
WISEAJ103511.0;     survey; Equatorial; J2000; 10:35:11.1; +25:27:04.1; Heliocentric; Optical; 1298.1; N;
SDSSJ103522.97;     survey; Equatorial; J2000; 10:35:23.0; +25:11:23.2; Heliocentric; Optical; 1368.0; N;
UGCA212;            survey; Equatorial; J2000; 10:35:23.2; -24:45:14.9; Heliocentric; Optical; 1046.9; N;
CGCG124-041;        survey; Equatorial; J2000; 10:35:42.1; +26:07:33.7; Heliocentric; Optical; 1395.0; N;
WISEAJ103559.8;     survey; Equatorial; J2000; 10:35:59.9; +50:16:30.8; Heliocentric; Optical; 848.8;  N;
WISEAJ103601.3;     survey; Equatorial; J2000; 10:36:01.4; -03:56:50.3; Heliocentric; Optical; 209.9;  N;
ESO501-G029;        survey; Equatorial; J2000; 10:36:10.0; -24:48:47.5; Heliocentric; Optical; 1012.0; N;
GALEXASCJ10361;     survey; Equatorial; J2000; 10:36:16.3; +27:32:16.8; Heliocentric; Optical; 383.1;  N;
NGC3299;            survey; Equatorial; J2000; 10:36:23.9; +12:42:27.1; Heliocentric; Optical; 641.0;  N;
SBS1033+531;        survey; Equatorial; J2000; 10:36:36.4; +52:51:02.2; Heliocentric; Optical; 986.0;  N;
UGC05764;           survey; Equatorial; J2000; 10:36:43.4; +31:32:49.1; Heliocentric; Optical; 581.9;  N;
NGC3301;            survey; Equatorial; J2000; 10:36:56.0; +21:52:55.7; Heliocentric; Optical; 1338.9; N;
SDSSJ103704.94;     survey; Equatorial; J2000; 10:37:05.0; +15:20:13.4; Heliocentric; Optical; 724.0;  N;
FGC125A;            survey; Equatorial; J2000; 10:37:28.7; +12:23:47.6; Heliocentric; Optical; 1329.9; N;
CGCG065-074;        survey; Equatorial; J2000; 10:38:08.0; +10:22:51.3; Heliocentric; Optical; 1148.8; N;
NGC3319;            survey; Equatorial; J2000; 10:39:09.5; +41:41:12.1; Heliocentric; Optical; 739.0;  N;
WISEAJ103912.9;     survey; Equatorial; J2000; 10:39:12.9; +41:30:19.9; Heliocentric; Optical; 665.5;  N;
UGC05791;           survey; Equatorial; J2000; 10:39:26.9; +47:56:50.0; Heliocentric; Optical; 854.9;  N;
WISEAJ103942.9;     survey; Equatorial; J2000; 10:39:42.9; +12:38:05.4; Heliocentric; Optical; 780.1;  N;
SDSSJ103955.87;     survey; Equatorial; J2000; 10:39:55.7; +13:54:34.0; Heliocentric; Optical; 1010.0; N;
WISEAJ103956.1;     survey; Equatorial; J2000; 10:39:56.2; +13:54:03.8; Heliocentric; Optical; 1011.0; N;
UGC05805;           survey; Equatorial; J2000; 10:40:24.7; +21:37:07.3; Heliocentric; Optical; 1230.0; N;
UGC05812;           survey; Equatorial; J2000; 10:40:56.6; +12:28:24.9; Heliocentric; Optical; 1007.9; N;
MRK0724;            survey; Equatorial; J2000; 10:41:09.6; +21:21:43.2; Heliocentric; Optical; 1191.9; N;
NGC3355;            survey; Equatorial; J2000; 10:41:26.0; -23:23:03.3; Heliocentric; Optical; 1195.0; N;
WISEAJ104140.9;     survey; Equatorial; J2000; 10:41:41.0; +13:49:29.9; Heliocentric; Optical; 1271.1; N;
CGCG065-086;        survey; Equatorial; J2000; 10:42:00.4; +12:20:05.7; Heliocentric; Optical; 771.9;  N;
SDSSJ104226.50;     survey; Equatorial; J2000; 10:42:26.5; +13:57:25.7; Heliocentric; Optical; 1280.1; N;
IC0625;             survey; Equatorial; J2000; 10:42:38.1; -23:56:08.2; Heliocentric; Optical; 1040.9; N;
UGC05829;           survey; Equatorial; J2000; 10:42:41.9; +34:26:56.0; Heliocentric; Optical; 629.0;  N;
UGC05832;           survey; Equatorial; J2000; 10:42:48.5; +13:27:35.6; Heliocentric; Optical; 1226.5; N;
WISEAJ104252.4;     survey; Equatorial; J2000; 10:42:52.5; +13:44:28.5; Heliocentric; Optical; 1158.0; N;
UGC05833;           survey; Equatorial; J2000; 10:43:06.0; +20:25:20.6; Heliocentric; Optical; 1322.9; N;
WISEAJ104321.0;     survey; Equatorial; J2000; 10:43:21.0; -02:08:05.7; Heliocentric; Optical; 1019.3; N;
NGC3346;            survey; Equatorial; J2000; 10:43:38.9; +14:52:18.9; Heliocentric; Optical; 1274.1; N;
SDSSJ104351.82;     survey; Equatorial; J2000; 10:43:51.8; +58:38:39.1; Heliocentric; Optical; 1172.9; N;
UGC05848;           survey; Equatorial; J2000; 10:44:23.2; +56:25:17.3; Heliocentric; Optical; 821.5;  N;
UGC05846;           survey; Equatorial; J2000; 10:44:29.7; +60:22:05.0; Heliocentric; Optical; 1019.9; N;
WISEAJ104436.4;     survey; Equatorial; J2000; 10:44:36.5; +21:39:59.2; Heliocentric; Optical; 1161.1; N;
WISEAJ104457.4;     survey; Equatorial; J2000; 10:44:57.5; +11:54:58.0; Heliocentric; Optical; 870.9;  N;
WISEAJ104509.8;     survey; Equatorial; J2000; 10:45:09.8; +15:26:59.5; Heliocentric; Optical; 1222.0; N;
WISEAJ104534.3;     survey; Equatorial; J2000; 10:45:34.2; +51:21:45.1; Heliocentric; Optical; 449.4;  N;
WISEAJ104602.7;     survey; Equatorial; J2000; 10:46:02.8; +19:32:15.9; Heliocentric; Optical; 1296.7; N;
NGC3365;            survey; Equatorial; J2000; 10:46:12.6; +01:48:47.7; Heliocentric; Optical; 986.0;  N;
GALEXMSCJ10462;     survey; Equatorial; J2000; 10:46:24.8; +14:01:26.0; Heliocentric; Optical; 700.0;  N;
NGC3370;            survey; Equatorial; J2000; 10:47:04.1; +17:16:25.6; Heliocentric; Optical; 1281.0; N;
NGC3377A;           survey; Equatorial; J2000; 10:47:22.3; +14:04:10.0; Heliocentric; Optical; 573.2;  N;
MCG+12-10-079;      survey; Equatorial; J2000; 10:47:41.8; +72:49:18.8; Heliocentric; Optical; 1007.9; N;
NGC3377;            survey; Equatorial; J2000; 10:47:42.3; +13:59:09.3; Heliocentric; Optical; 663.7;  N;
UGC05888;           survey; Equatorial; J2000; 10:47:45.7; +56:05:28.0; Heliocentric; Optical; 1239.7; N;
MESSIER105;         survey; Equatorial; J2000; 10:47:49.6; +12:34:53.8; Heliocentric; Optical; 907.2;  N;
WISEAJ104813.1;     survey; Equatorial; J2000; 10:48:13.1; +11:58:06.5; Heliocentric; Optical; 486.0;  N;
NGC3384;            survey; Equatorial; J2000; 10:48:16.9; +12:37:45.5; Heliocentric; Optical; 703.9;  N;
NGC3389;            survey; Equatorial; J2000; 10:48:27.9; +12:31:59.9; Heliocentric; Optical; 1302.9; N;
CGCG066-026;        survey; Equatorial; J2000; 10:48:53.7; +14:07:28.1; Heliocentric; Optical; 542.2;  N;
MRK1263;            survey; Equatorial; J2000; 10:48:56.9; +12:11:42.1; Heliocentric; Optical; 1323.0; N;
WISEAJ104904.8;     survey; Equatorial; J2000; 10:49:04.9; +12:24:26.8; Heliocentric; Optical; 1365.0; N;
UGC05923;           survey; Equatorial; J2000; 10:49:07.5; +06:55:02.7; Heliocentric; Optical; 720.6;  N;
CGCG066-029;        survey; Equatorial; J2000; 10:49:17.2; +12:25:18.7; Heliocentric; Optical; 1382.0; N;
WISEAJ104926.7;     survey; Equatorial; J2000; 10:49:26.8; +12:15:28.3; Heliocentric; Optical; 1324.1; N;
UGC05918;           survey; Equatorial; J2000; 10:49:36.5; +65:31:50.0; Heliocentric; Optical; 340.0;  N;
MRK1265;            survey; Equatorial; J2000; 10:49:40.5; +22:50:17.0; Heliocentric; Optical; 632.0;  N;
SDSSJ104955.40;     survey; Equatorial; J2000; 10:49:55.4; +23:04:06.9; Heliocentric; Optical; 609.0;  N;
GALEXASCJ10495;     survey; Equatorial; J2000; 10:49:55.7; +21:11:19.8; Heliocentric; Optical; 1203.0; N;
WISEAJ105001.7;     survey; Equatorial; J2000; 10:50:01.8; +13:47:05.2; Heliocentric; Optical; 1311.0; N;
UGC05944;           survey; Equatorial; J2000; 10:50:19.0; +13:16:18.7; Heliocentric; Optical; 1033.3; N;
UGC05945;           survey; Equatorial; J2000; 10:50:25.5; +17:33:51.2; Heliocentric; Optical; 1132.0; N;
UGC05947;           survey; Equatorial; J2000; 10:50:30.4; +19:38:39.5; Heliocentric; Optical; 1251.0; N;
WISEAJ105035.2;     survey; Equatorial; J2000; 10:50:35.3; +66:02:42.5; Heliocentric; Optical; 1138.4; N;
LSBCD640-11;        survey; Equatorial; J2000; 10:51:01.6; +13:20:01.0; Heliocentric; Optical; 701.4;  N;
WISEAJ105107.6;     survey; Equatorial; J2000; 10:51:07.8; +51:20:13.4; Heliocentric; Optical; 803.5;  N;
WISEAJ105113.0;     survey; Equatorial; J2000; 10:51:13.0; +28:00:22.3; Heliocentric; Optical; 1194.7; N;
NGC3423;            survey; Equatorial; J2000; 10:51:14.3; +05:50:24.2; Heliocentric; Optical; 1004.0; N;
UGC05958;           survey; Equatorial; J2000; 10:51:15.8; +27:50:55.8; Heliocentric; Optical; 1183.6; N;
NGC3413;            survey; Equatorial; J2000; 10:51:20.7; +32:45:58.4; Heliocentric; Optical; 634.0;  N;
NGC3418;            survey; Equatorial; J2000; 10:51:24.0; +28:06:43.4; Heliocentric; Optical; 1256.8; N;
UGC05974;           survey; Equatorial; J2000; 10:51:35.3; +04:34:57.8; Heliocentric; Optical; 1039.1; N;
SDSSJ105148.64;     survey; Equatorial; J2000; 10:51:48.6; +19:46:05.5; Heliocentric; Optical; 1374.5; N;
UGC05976;           survey; Equatorial; J2000; 10:52:02.8; +55:36:03.8; Heliocentric; Optical; 1210.0; N;
UGC05955;           survey; Equatorial; J2000; 10:52:04.3; +71:46:23.4; Heliocentric; Optical; 1164.4; N;
UGC05989;           survey; Equatorial; J2000; 10:52:31.8; +19:47:31.6; Heliocentric; Optical; 1138.1; N;
WISEAJ105234.9;     survey; Equatorial; J2000; 10:52:34.9; +17:08:41.8; Heliocentric; Optical; 1118.7; N;
NGC3437;            survey; Equatorial; J2000; 10:52:35.8; +22:56:02.5; Heliocentric; Optical; 1277.1; N;
UGC05979;           survey; Equatorial; J2000; 10:52:41.2; +67:59:19.7; Heliocentric; Optical; 1116.1; N;
WISEAJ105245.4;     survey; Equatorial; J2000; 10:52:45.4; -01:13:53.1; Heliocentric; Optical; 929.4;  N;
GALEXASCJ10525;     survey; Equatorial; J2000; 10:52:56.7; +69:32:58.8; Heliocentric; Optical; 115.7;  N;
NGC3443;            survey; Equatorial; J2000; 10:53:00.1; +17:34:26.5; Heliocentric; Optical; 1132.0; N;
LSBCL1-137;         survey; Equatorial; J2000; 10:53:18.6; +02:37:33.7; Heliocentric; Optical; 1046.0; N;
NGC3447a;           survey; Equatorial; J2000; 10:53:24.0; +16:46:20.8; Heliocentric; Optical; 1066.1; N;
NGC3447b;           survey; Equatorial; J2000; 10:53:29.7; +16:47:09.6; Heliocentric; Optical; 1098.1; N;
UGC06014;           survey; Equatorial; J2000; 10:53:42.7; +09:43:40.5; Heliocentric; Optical; 1132.9; N;
NGC3403;            survey; Equatorial; J2000; 10:53:54.9; +73:41:25.4; Heliocentric; Optical; 1260.9; N;
SDSSJ105356.27;     survey; Equatorial; J2000; 10:53:56.3; +60:02:43.0; Heliocentric; Optical; 1266.2; N;
WISEAJ105400.0;     survey; Equatorial; J2000; 10:54:00.0; +09:49:54.0; Heliocentric; Optical; 1189.4; N;
UGC06018;           survey; Equatorial; J2000; 10:54:05.7; +20:38:40.0; Heliocentric; Optical; 1301.2; N;
UGC06022;           survey; Equatorial; J2000; 10:54:15.3; +17:48:36.3; Heliocentric; Optical; 970.1;  N;
NGC3451;            survey; Equatorial; J2000; 10:54:20.9; +27:14:23.2; Heliocentric; Optical; 1332.0; N;
WISEAJ105429.6;     survey; Equatorial; J2000; 10:54:29.6; +60:43:27.0; Heliocentric; Optical; 1321.0; N;
NGC3455;            survey; Equatorial; J2000; 10:54:31.1; +17:17:04.6; Heliocentric; Optical; 1105.0; N;
NGC3448;            survey; Equatorial; J2000; 10:54:39.2; +54:18:17.5; Heliocentric; Optical; 1350.0; N;
NGC3457;            survey; Equatorial; J2000; 10:54:48.6; +17:37:16.4; Heliocentric; Optical; 1159.0; N;
UGC06029;           survey; Equatorial; J2000; 10:55:02.3; +49:43:33.5; Heliocentric; Optical; 1362.9; N;
SDSSJ105506.66;     survey; Equatorial; J2000; 10:55:06.7; +17:27:45.5; Heliocentric; Optical; 1166.5; N;
WISEAJ105508.1;     survey; Equatorial; J2000; 10:55:08.1; +51:11:18.5; Heliocentric; Optical; 1368.0; N;
CGCG038-051;        survey; Equatorial; J2000; 10:55:39.2; +02:23:44.8; Heliocentric; Optical; 1021.0; N;
CGCG333-063;        survey; Equatorial; J2000; 10:55:42.9; +71:29:18.9; Heliocentric; Optical; 1281.0; N;
CGCG095-070;        survey; Equatorial; J2000; 10:55:44.5; +17:00:18.4; Heliocentric; Optical; 1135.0; N;
WISEAJ105603.0;     survey; Equatorial; J2000; 10:56:03.0; +23:48:48.5; Heliocentric; Optical; 1277.7; N;
MRK1271;            survey; Equatorial; J2000; 10:56:09.1; +06:10:22.4; Heliocentric; Optical; 1013.3; N;
GALEXASCJ10561;     survey; Equatorial; J2000; 10:56:17.9; -27:42:53.7; Heliocentric; Optical; 330.0;  N;
WISEAJ105619.8;     survey; Equatorial; J2000; 10:56:19.9; +17:05:06.0; Heliocentric; Optical; 960.7;  N;
WISEAJ105620.0;     survey; Equatorial; J2000; 10:56:20.1; +31:16:13.5; Heliocentric; Optical; 1281.0; N;
WISEAJ105638.6;     survey; Equatorial; J2000; 10:56:38.6; +17:23:00.9; Heliocentric; Optical; 948.3;  N;
GALEXASCJ10564;     survey; Equatorial; J2000; 10:56:40.4; +36:08:27.9; Heliocentric; Optical; 816.0;  N;
SBS1054+504;        survey; Equatorial; J2000; 10:56:58.7; +50:08:26.1; Heliocentric; Optical; 1377.3; N;
WISEAJ105715.1;     survey; Equatorial; J2000; 10:57:15.0; +33:09:47.5; Heliocentric; Optical; 323.8;  N;
LSBCF640-V02;       survey; Equatorial; J2000; 10:57:38.1; +13:58:44.5; Heliocentric; Optical; 1243.0; N;
VV747;              survey; Equatorial; J2000; 10:57:47.4; +36:15:41.5; Heliocentric; Optical; 634.1;  N;
WISEAJ105848.9;     survey; Equatorial; J2000; 10:58:49.0; +29:13:32.8; Heliocentric; Optical; 697.0;  N;
WISEAJ105849.5;     survey; Equatorial; J2000; 10:58:49.5; +49:42:57.9; Heliocentric; Optical; 832.1;  N;
WISEAJ105946.1;     survey; Equatorial; J2000; 10:59:46.1; +28:36:40.3; Heliocentric; Optical; 705.9;  N;
GALEXMSCJ10595;     survey; Equatorial; J2000; 10:59:55.3; +01:40:39.9; Heliocentric; Optical; 1001.3; N;
UGC06083;           survey; Equatorial; J2000; 11:00:23.8; +16:41:31.9; Heliocentric; Optical; 940.0;  N;
WISEAJ110047.2;     survey; Equatorial; J2000; 11:00:47.2; +16:52:56.7; Heliocentric; Optical; 1136.4; N;
LSBCD640-08;        survey; Equatorial; J2000; 11:00:52.0; +13:52:51.9; Heliocentric; Optical; 100.6;  N;
UGC06095;           survey; Equatorial; J2000; 11:01:04.7; +19:06:07.2; Heliocentric; Optical; 1115.6; N;
WISEAJ110114.2;     survey; Equatorial; J2000; 11:01:14.3; +29:50:53.1; Heliocentric; Optical; 693.0;  N;
NGC3495;            survey; Equatorial; J2000; 11:01:16.2; +03:37:41.2; Heliocentric; Optical; 1128.1; N;
WISEAJ110137.2;     survey; Equatorial; J2000; 11:01:37.2; +31:33:06.5; Heliocentric; Optical; 95.1;   N;
CGCG125-022;        survey; Equatorial; J2000; 11:01:51.1; +22:20:39.1; Heliocentric; Optical; 1336.5; N;
UGC06112;           survey; Equatorial; J2000; 11:02:35.2; +16:44:05.8; Heliocentric; Optical; 1033.1; N;
NGC3501;            survey; Equatorial; J2000; 11:02:47.3; +17:59:21.7; Heliocentric; Optical; 1129.9; N;
UGC06113;           survey; Equatorial; J2000; 11:02:47.9; +52:06:48.8; Heliocentric; Optical; 949.1;  N;
WISEAJ110306.6;     survey; Equatorial; J2000; 11:03:06.6; +20:03:36.6; Heliocentric; Optical; 1287.2; N;
NGC3511;            survey; Equatorial; J2000; 11:03:23.8; -23:05:11.6; Heliocentric; Optical; 1108.9; N;
NGC3507;            survey; Equatorial; J2000; 11:03:25.4; +18:08:07.7; Heliocentric; Optical; 979.1;  N;
LSBCF640-02;        survey; Equatorial; J2000; 11:03:26.4; +16:00:58.0; Heliocentric; Optical; 1227.9; N;
NGC3510;            survey; Equatorial; J2000; 11:03:43.4; +28:53:13.3; Heliocentric; Optical; 703.9;  N;
NGC3513;            survey; Equatorial; J2000; 11:03:46.2; -23:14:44.2; Heliocentric; Optical; 1192.9; N;
GALEXASCJ11035;     survey; Equatorial; J2000; 11:03:51.8; +28:41:15.8; Heliocentric; Optical; 667.0;  N;
NGC3512;            survey; Equatorial; J2000; 11:04:02.9; +28:02:12.9; Heliocentric; Optical; 1373.0; N;
GALEXASCJ11042;     survey; Equatorial; J2000; 11:04:22.8; +36:06:06.3; Heliocentric; Optical; 766.0;  N;
CGCG066-109;        survey; Equatorial; J2000; 11:04:26.4; +11:45:22.8; Heliocentric; Optical; 778.0;  N;
SDSSJ110440.08;     survey; Equatorial; J2000; 11:04:40.1; +00:03:29.6; Heliocentric; Optical; 809.4;  N;
WISEAJ110453.7;     survey; Equatorial; J2000; 11:04:53.7; +31:31:48.7; Heliocentric; Optical; 1218.5; N;
SDSSJ110456.81;     survey; Equatorial; J2000; 11:04:56.8; +17:38:30.5; Heliocentric; Optical; 907.6;  N;
WISEAJ110512.3;     survey; Equatorial; J2000; 11:05:12.4; +19:52:15.5; Heliocentric; Optical; 1199.0; N;
ARK276;             survey; Equatorial; J2000; 11:05:32.5; +17:38:23.0; Heliocentric; Optical; 1039.5; N;
MCG+10-16-056;      survey; Equatorial; J2000; 11:05:34.0; +60:22:06.0; Heliocentric; Optical; 1265.0; N;
UGC06145;           survey; Equatorial; J2000; 11:05:34.6; -01:51:47.6; Heliocentric; Optical; 744.1;  N;
NGC3521;            survey; Equatorial; J2000; 11:05:48.6; -00:02:09.1; Heliocentric; Optical; 798.9;  N;
UGC06151;           survey; Equatorial; J2000; 11:05:56.3; +19:49:34.2; Heliocentric; Optical; 1331.1; N;
WISEAJ110627.3;     survey; Equatorial; J2000; 11:06:27.4; +18:23:25.4; Heliocentric; Optical; 1248.6; N;
